stock_code,week_start_date,actual,p33,p50,p67,p82,p90
10002,2011-09-19,0,0.0,0.006078513608166905,0.02680959636250322,1.1502353588760137,6.049929719019026
10002,2011-09-26,0,0.0,0.006078513608166905,0.02680959636250322,1.1502353588760137,6.049929719019026
10002,2011-10-03,0,0.0,0.006078513608166905,0.02680959636250322,1.1502353588760137,6.049929719019026
10002,2011-10-10,0,0.0,0.006078513608166905,0.02680959636250322,1.1502353588760137,6.049929719019026
10002,2011-10-17,0,0.0,0.006078513608166905,0.02680959636250322,1.1502353588760137,5.927126543417213
10002,2011-10-24,0,0.0,0.006078513608166905,0.02680959636250322,1.1502353588760137,5.927126543417213
10002,2011-10-31,0,0.0,0.006078513608166905,0.02680959636250322,1.1502353588760137,5.927126543417213
10002,2011-11-07,0,0.0,0.006078513608166905,0.02680959636250322,1.2202659704358882,5.937563627926946
10002,2011-11-14,0,0.0,0.006078513608166905,0.02680959636250322,1.2202659704358882,5.937563627926946
10002,2011-11-21,0,0.0,0.006078513608166905,0.02680959636250322,1.2202659704358882,5.937563627926946
10002,2011-11-28,0,0.0,0.006078513608166905,0.02680959636250322,1.2059030978212533,5.726796835698259
10002,2011-12-05,0,0.0,0.006078513608166905,0.02680959636250322,1.18248735499454,5.487414045440405
10080,2011-09-19,12,0.23994074518745231,2.7732453340370418,10.147065805248426,18.117225055800137,31.340279818715594
10080,2011-09-26,12,2.0915240432089077,7.455050963879352,12.57647604279395,25.660475480466094,32.89215525645755
10080,2011-10-03,0,4.385209045082858,9.391838660251112,16.621939749000422,29.04303933814906,44.479169008244114
10080,2011-10-10,4,0.7583648242176555,3.00962374552341,6.244898785438851,12.382299238105674,20.090695777512053
10080,2011-10-17,0,0.9460363057415239,3.551419060289179,7.5742572159187995,13.100971855816079,19.71943613588344
10080,2011-10-24,2,0.23085993303980248,1.0113944973456532,3.265126481745042,8.963792208771654,11.341858444089793
10080,2011-10-31,24,-0.017644321457504636,0.5168447126729431,1.228156642227954,3.318724675304681,6.055005296522671
10080,2011-11-07,24,2.438072468455476,6.460867072646891,11.617504507234486,20.114085216439936,26.02164791462813
10080,2011-11-14,16,3.5018727598034003,9.863018122106416,16.91974917091716,27.043171106310883,38.20276026508748
10080,2011-11-21,27,7.814414586744652,13.791421943965924,17.967258223144192,30.958143111428253,36.96126901608089
10080,2011-11-28,0,17.72770147315273,26.04839046442121,37.581890211484044,48.58680360043388,57.52013342935875
10080,2011-12-05,0,2.8760439392361863,8.050991509523941,15.118569480117285,21.54483493913593,32.92264596797807
10120,2011-09-19,1,0.11301067095278575,0.9913541902397711,4.4222616183255266,15.602956010881314,28.732090207591334
10120,2011-09-26,6,-0.050926584066291906,0.2956046130516739,1.3006100796047684,8.352370039926155,24.270219824143172
10120,2011-10-03,5,0.28130831551593877,0.9126017122051914,2.8619337683995925,12.30519636745087,30.191772751618398
10120,2011-10-10,0,0.326581456360771,1.6340316945753617,3.775345433362685,13.22783480100202,29.85058591811849
10120,2011-10-17,5,0.00840638398875683,0.6547932470920625,1.7646674655659405,11.719719229584307,29.849547771589314
10120,2011-10-24,0,0.6362614099483745,2.019323551538353,4.23422420137749,12.904863122674936,23.592294823290185
10120,2011-10-31,38,6.0296837616037016e-05,0.4275273821382675,1.609875070360456,12.115107020779773,30.769750520544317
10120,2011-11-07,0,1.210234623325237,5.244194409237672,9.736217992014259,26.001892937760047,31.49537884078218
10120,2011-11-14,6,0.29807217575987976,2.5541276234672927,6.025970251241595,17.219555394332353,26.878777394328715
10120,2011-11-21,1,0.7422792098136587,3.178579461151321,7.998926961655289,17.47764172970431,26.715998309899312
10120,2011-11-28,10,0.38454388989696997,3.161731484954129,7.457732377363527,17.37911941266295,28.76841791734584
10120,2011-12-05,0,0.9923717371823858,2.34314875139202,6.000882576080755,16.408940958964322,21.051509911546184
10123C,2011-09-19,0,0.0,0.006078513608166905,0.02680959636250322,0.6117388377854748,2.297186808896179
10123C,2011-09-26,0,0.0,0.006078513608166905,0.02680959636250322,0.6117388377854748,2.297186808896179
10123C,2011-10-03,0,0.0,0.006078513608166905,0.02680959636250322,0.6117388377854748,2.297186808896179
10123C,2011-10-10,0,0.0,0.006078513608166905,0.02680959636250322,0.6117388377854748,2.297186808896179
10123C,2011-10-17,0,0.0,0.006078513608166905,0.02680959636250322,0.6117388377854748,2.1743836332943647
10123C,2011-10-24,0,0.0,0.006078513608166905,0.02680959636250322,0.6117388377854748,2.1743836332943647
10123C,2011-10-31,0,0.0,0.006078513608166905,0.02680959636250322,0.6117388377854748,2.1743836332943647
10123C,2011-11-07,0,0.0,0.006078513608166905,0.02680959636250322,0.6817694493453493,2.1743836332943647
10123C,2011-11-14,0,0.0,0.006078513608166905,0.02680959636250322,0.6817694493453493,2.1743836332943647
10123C,2011-11-21,0,0.0,0.006078513608166905,0.02680959636250322,0.6817694493453493,2.1743836332943647
10123C,2011-11-28,0,0.0,0.006078513608166905,0.02680959636250322,0.6674065767307142,1.9636168410656767
10123C,2011-12-05,0,0.0,0.006078513608166905,0.02680959636250322,0.6439908339040011,1.6862372203356313
10125,2011-09-19,0,0.28623377721562837,5.810645017411131,17.86914229496243,31.668411936222213,55.60340343555339
10125,2011-09-26,197,0.7095297396167363,4.9963092368418085,8.575496246620295,21.719377923871274,33.91415850352869
10125,2011-10-03,4,4.864600019146502,14.979385677493898,33.296053280340736,61.41193850432064,132.28576302506391
10125,2011-10-10,0,3.076397578966377,12.843981806816261,25.068723607693656,39.28739260126535,67.57256529022878
10125,2011-10-17,20,1.9119404452908442,6.448145993749994,12.191842252627994,28.121997419966593,64.52109336056408
10125,2011-10-24,20,3.1679361477984314,15.720537355218468,28.31375421475961,45.60688611951807,75.41408837414197
10125,2011-10-31,2,1.6802239704708417,13.551748732771367,23.271783963202633,34.14919194423508,53.15087702698729
10125,2011-11-07,0,3.1940538862122763,10.608154852174577,19.888411383303794,33.70423911428211,50.47463974233402
10125,2011-11-14,60,1.343752476698685,7.539606710745612,17.540386646987454,30.3126126308161,48.05294353523897
10125,2011-11-21,0,3.7865447231869496,13.938352325781045,26.600661287560495,40.80476896484063,75.22062238722012
10125,2011-11-28,6,2.079349015717997,9.612094261198086,18.298188375200606,34.03735366150664,65.00815016711184
10125,2011-12-05,20,3.062859343783869,11.134175746248609,21.34299925588323,34.17758579244875,75.28388024305087
10133,2011-09-19,0,9.801713222467408,22.980627608667703,53.32631026648898,93.53026688040491,114.89378896343045
10133,2011-09-26,0,4.12385285739945,9.75247150088755,16.152242060705003,57.134388286151214,62.52840642195849
10133,2011-10-03,0,1.811910829471608,7.808232890029098,17.246403200855557,34.99341334601907,60.954078623621754
10133,2011-10-10,0,0.0,0.006078513608166905,0.02680959636250322,3.0312693733092773,19.380058803634746
10133,2011-10-17,0,0.0,0.006078513608166905,0.02680959636250322,3.0312693733092773,19.257255628032937
10133,2011-10-24,0,0.0,0.006078513608166905,0.02680959636250322,3.0312693733092773,19.257255628032937
10133,2011-10-31,0,0.0,0.006078513608166905,0.02680959636250322,3.0312693733092773,19.257255628032937
